transaction_id,customer_id,date,service_name,amount,estimated_margin_pct,quantity
TXN-03815,CUST-0135,2025-03-20,Premium Membership,1137.93,18.0,1
TXN-03816,CUST-0019,2025-08-20,Consultation Fee,1973.77,32.0,1
TXN-03817,CUST-0041,2025-02-21,Subscription Box,177.1,20.0,1
TXN-03818,CUST-0155,2024-08-22,Workshop Ticket,818.96,25.0,1
TXN-03819,CUST-0095,2025-09-17,Subscription Box,129.46,20.0,1
TXN-03820,CUST-0111,2025-04-11,Monthly Subscription,445.29,40.0,1
TXN-03821,CUST-0035,2024-10-22,Corporate Training,16980.13,22.0,1
TXN-03822,CUST-0160,2024-09-13,SEO Package,7549.42,20.0,1
TXN-03823,CUST-0175,2025-06-29,Corporate Health,24732.62,22.0,1
TXN-03824,CUST-0199,2024-09-03,PPC Campaign,14476.61,18.0,1
TXN-03825,CUST-0191,2024-08-17,Workshop Ticket,1304.08,25.0,2
TXN-03826,CUST-0071,2024-06-22,SEO Package,4064.87,20.0,2
TXN-03827,CUST-0181,2025-03-24,Workshop Ticket,930.2,25.0,1
TXN-03828,CUST-0050,2025-04-03,Executive Coaching,8462.89,35.0,1
TXN-03829,CUST-0049,2025-04-03,Monthly Subscription,252.41,40.0,1
TXN-03830,CUST-0168,2024-12-20,SEO Package,4669.91,20.0,1
TXN-03831,CUST-0107,2024-05-09,Bulk Order,34760.04,12.0,1
TXN-03832,CUST-0127,2024-10-19,Implementation Fee,15944.72,20.0,1
TXN-03833,CUST-0047,2025-07-16,Subscription Box,159.4,20.0,1
TXN-03834,CUST-0085,2025-01-12,Valuation Report,4039.21,35.0,1
TXN-03835,CUST-0188,2025-06-24,Annual Subscription,5659.31,28.0,1
TXN-03836,CUST-0173,2025-06-11,Social Media Mgmt,8835.48,22.0,1
TXN-03837,CUST-0058,2024-07-11,Social Media Mgmt,9282.65,22.0,1
TXN-03838,CUST-0061,2025-09-27,Strategy Session,4009.69,30.0,2
TXN-03839,CUST-0186,2024-10-07,PPC Campaign,22421.62,18.0,1
TXN-03840,CUST-0014,2024-11-07,Property Listing,3355.98,30.0,3
TXN-03841,CUST-0169,2025-10-31,Market Analysis,28892.45,28.0,1
TXN-03842,CUST-0078,2024-11-14,Property Listing,3133.67,30.0,3
TXN-03843,CUST-0022,2024-06-11,Workshop Ticket,175.98,25.0,1
TXN-03844,CUST-0123,2025-12-07,Social Media Mgmt,4942.04,22.0,1
TXN-03845,CUST-0001,2025-08-09,Bulk Order,25862.14,12.0,1
TXN-03846,CUST-0064,2025-12-11,Patient Consultation,331.73,30.0,1
TXN-03847,CUST-0171,2025-11-18,Consultation Fee,2718.13,32.0,2
TXN-03848,CUST-0125,2025-03-03,Social Media Mgmt,2096.72,22.0,1
TXN-03849,CUST-0018,2025-12-01,Valuation Report,1351.46,35.0,1
TXN-03850,CUST-0024,2025-11-29,Social Media Mgmt,2972.13,22.0,1
TXN-03851,CUST-0097,2025-12-06,Process Optimization,24067.21,22.0,1
TXN-03852,CUST-0049,2025-05-21,Enterprise License,28481.92,35.0,1
TXN-03853,CUST-0034,2025-04-15,Litigation Support,7357.6,25.0,1
TXN-03854,CUST-0037,2024-03-29,Course Enrollment,823.99,20.0,1
TXN-03855,CUST-0186,2025-07-31,PPC Campaign,11845.93,18.0,1
TXN-03856,CUST-0127,2024-07-09,Monthly Subscription,43.5,40.0,2
TXN-03857,CUST-0060,2024-12-31,Valuation Report,1552.06,35.0,1
TXN-03858,CUST-0157,2025-07-24,SEO Package,2011.53,20.0,1
TXN-03859,CUST-0153,2025-09-28,Wellness Program,12679.95,25.0,1
TXN-03860,CUST-0177,2025-12-29,Social Media Mgmt,5747.27,22.0,1
TXN-03861,CUST-0122,2024-09-27,Litigation Support,22936.75,25.0,1
TXN-03862,CUST-0072,2025-12-10,Valuation Report,1425.58,35.0,1
TXN-03863,CUST-0158,2025-08-09,Bulk Order,39635.58,12.0,1
TXN-03864,CUST-0068,2024-08-23,Bulk Order,6653.19,12.0,1
TXN-03865,CUST-0064,2025-10-25,Patient Consultation,420.67,30.0,1
TXN-03866,CUST-0117,2025-09-29,Implementation Fee,6553.08,20.0,1
TXN-03867,CUST-0179,2024-05-23,Corporate Training,9309.03,22.0,1
TXN-03868,CUST-0124,2024-02-20,Consultation Fee,849.11,32.0,1
TXN-03869,CUST-0139,2025-07-31,Workshop Ticket,808.89,25.0,1
TXN-03870,CUST-0068,2024-02-19,Subscription Box,184.46,20.0,1
TXN-03871,CUST-0174,2024-11-02,Valuation Report,3013.66,35.0,1
TXN-03872,CUST-0100,2025-08-09,PPC Campaign,25607.14,18.0,1
TXN-03873,CUST-0178,2024-07-08,PPC Campaign,22533.08,18.0,1
TXN-03874,CUST-0089,2025-12-13,Strategy Session,5149.84,30.0,1
TXN-03875,CUST-0085,2025-04-23,Property Listing,1361.93,30.0,1
TXN-03876,CUST-0194,2025-06-08,Annual Subscription,3719.91,45.0,1
TXN-03877,CUST-0024,2025-11-28,Social Media Mgmt,6896.24,22.0,1
TXN-03878,CUST-0145,2025-08-04,Annual Subscription,4355.74,45.0,1
TXN-03879,CUST-0123,2025-12-16,Social Media Mgmt,5026.31,22.0,1
TXN-03880,CUST-0143,2024-11-14,Valuation Report,1594.18,35.0,1
TXN-03881,CUST-0110,2025-06-29,Social Media Mgmt,3872.48,22.0,1
TXN-03882,CUST-0129,2025-12-12,Litigation Support,18119.7,25.0,1
TXN-03883,CUST-0133,2024-06-30,Bulk Order,50150.04,12.0,1
TXN-03884,CUST-0127,2024-06-05,Enterprise License,6367.29,35.0,1
TXN-03885,CUST-0038,2024-03-25,Implementation Fee,12582.38,20.0,1
TXN-03886,CUST-0084,2024-11-28,Premium Membership,1020.72,18.0,1
TXN-03887,CUST-0077,2025-12-26,Corporate Health,30018.47,22.0,1
TXN-03888,CUST-0154,2025-12-04,PPC Campaign,5079.66,18.0,1
TXN-03889,CUST-0039,2024-12-06,Contract Review,8651.17,30.0,1
TXN-03890,CUST-0066,2025-12-11,Annual Subscription,3976.26,45.0,1
TXN-03891,CUST-0008,2025-02-26,Website Development,52422.93,25.0,1
TXN-03892,CUST-0006,2024-05-16,Workshop Ticket,615.46,25.0,1
TXN-03893,CUST-0139,2024-11-29,Workshop Ticket,561.05,25.0,1
TXN-03894,CUST-0013,2024-05-17,Social Media Mgmt,7720.62,22.0,1
TXN-03895,CUST-0143,2025-07-14,Property Listing,1792.82,30.0,1
TXN-03896,CUST-0194,2024-02-03,Annual Subscription,3817.31,45.0,1
TXN-03897,CUST-0075,2025-04-27,Contract Review,6087.2,30.0,1
TXN-03898,CUST-0021,2024-07-01,Executive Coaching,9835.16,35.0,1
TXN-03899,CUST-0054,2025-03-13,Property Listing,3737.05,30.0,1
TXN-03900,CUST-0043,2024-11-18,Product Sale,219.55,15.0,1
TXN-03901,CUST-0090,2024-03-27,Strategy Session,6315.99,30.0,1
TXN-03902,CUST-0039,2024-06-24,Retainer,12936.41,28.0,3
TXN-03903,CUST-0096,2025-06-01,Strategy Session,10195.65,30.0,1
TXN-03904,CUST-0120,2025-04-23,Website Development,37396.89,25.0,1
TXN-03905,CUST-0006,2024-02-21,Annual Subscription,2817.75,28.0,1
TXN-03906,CUST-0064,2025-12-04,Patient Consultation,477.21,30.0,1
TXN-03907,CUST-0144,2024-10-06,Property Listing,5076.44,30.0,2
TXN-03908,CUST-0139,2025-10-08,Corporate Training,5163.71,22.0,1
TXN-03909,CUST-0009,2025-09-29,Contract Review,2039.78,30.0,1
TXN-03910,CUST-0003,2025-06-03,Website Development,10356.95,25.0,1
TXN-03911,CUST-0043,2025-10-07,Bulk Order,40779.39,12.0,1
TXN-03912,CUST-0102,2025-11-13,Social Media Mgmt,8096.18,22.0,2
TXN-03913,CUST-0011,2025-07-08,SEO Package,3264.79,20.0,2
TXN-03914,CUST-0075,2024-05-31,Contract Review,3516.35,30.0,1
TXN-03915,CUST-0103,2025-11-29,Litigation Support,59657.67,25.0,1
TXN-03916,CUST-0110,2025-11-27,PPC Campaign,21354.82,18.0,1
TXN-03917,CUST-0113,2025-02-04,Annual Subscription,688.91,45.0,2
TXN-03918,CUST-0144,2025-07-13,Property Management,5026.67,25.0,1
TXN-03919,CUST-0110,2025-08-26,SEO Package,5667.85,20.0,1
TXN-03920,CUST-0169,2025-07-13,Strategy Session,3187.87,30.0,1
TXN-03921,CUST-0019,2025-06-11,Property Listing,5013.68,30.0,3
TXN-03922,CUST-0147,2024-10-31,Process Optimization,25344.51,22.0,1
TXN-03923,CUST-0009,2025-10-02,Litigation Support,89590.27,25.0,1
TXN-03924,CUST-0194,2025-06-18,Implementation Fee,6871.35,20.0,1
TXN-03925,CUST-0015,2025-08-17,Implementation Fee,10738.04,20.0,1
TXN-03926,CUST-0194,2025-01-22,Enterprise License,14968.61,35.0,1
TXN-03927,CUST-0072,2024-11-15,Consultation Fee,2074.06,32.0,1
TXN-03928,CUST-0089,2025-12-20,Market Analysis,23696.94,28.0,1
TXN-03929,CUST-0125,2025-07-20,SEO Package,7425.81,20.0,1
TXN-03930,CUST-0121,2025-11-04,Retainer,20129.66,28.0,1
TXN-03931,CUST-0181,2025-03-22,Annual Subscription,1244.36,28.0,1
TXN-03932,CUST-0196,2025-12-20,Telemedicine Plan,2516.75,28.0,1
TXN-03933,CUST-0023,2025-08-26,Litigation Support,34629.5,25.0,1
TXN-03934,CUST-0074,2025-06-06,Retainer,19387.94,28.0,1
TXN-03935,CUST-0189,2025-06-15,Annual Subscription,3401.7,45.0,1
TXN-03936,CUST-0162,2024-08-28,Course Enrollment,239.58,20.0,1
TXN-03937,CUST-0085,2025-12-16,Consultation Fee,940.91,32.0,1
TXN-03938,CUST-0061,2025-02-19,Process Optimization,64443.76,22.0,1
TXN-03939,CUST-0034,2025-03-01,Litigation Support,105983.95,25.0,1
TXN-03940,CUST-0112,2025-03-28,Executive Coaching,7288.13,35.0,1
TXN-03941,CUST-0027,2024-08-13,Process Optimization,12757.11,22.0,1
TXN-03942,CUST-0172,2025-05-08,Annual Subscription,733.77,45.0,1
TXN-03943,CUST-0181,2025-04-30,Corporate Training,13401.47,22.0,2
TXN-03944,CUST-0024,2025-12-08,Website Development,40238.65,25.0,2
TXN-03945,CUST-0072,2025-07-11,Property Listing,2288.48,30.0,1
TXN-03946,CUST-0164,2024-05-18,Workshop Ticket,173.93,25.0,1
TXN-03947,CUST-0169,2025-01-28,Process Optimization,47403.57,22.0,1
TXN-03948,CUST-0049,2025-06-01,Enterprise License,39018.06,35.0,1
TXN-03949,CUST-0078,2025-05-12,Consultation Fee,2178.23,32.0,1
TXN-03950,CUST-0063,2025-11-25,Website Development,28970.41,25.0,2
TXN-03951,CUST-0129,2025-12-23,Retainer,5779.46,28.0,1
TXN-03952,CUST-0051,2024-09-30,Implementation Fee,12555.65,20.0,1
TXN-03953,CUST-0198,2025-07-30,Process Optimization,27651.7,22.0,1
TXN-03954,CUST-0100,2025-11-24,Website Development,32435.34,25.0,1
TXN-03955,CUST-0128,2024-08-23,PPC Campaign,8720.56,18.0,3
TXN-03956,CUST-0185,2025-12-26,Enterprise License,53199.85,35.0,1
TXN-03957,CUST-0138,2025-09-01,Contract Review,3625.41,30.0,1
TXN-03958,CUST-0068,2025-12-09,Product Sale,273.2,15.0,1
TXN-03959,CUST-0145,2025-11-02,Enterprise License,18946.15,35.0,1
TXN-03960,CUST-0149,2024-08-21,Subscription Box,63.24,20.0,1
TXN-03961,CUST-0141,2024-12-03,Executive Coaching,17590.95,35.0,1
TXN-03962,CUST-0112,2024-12-16,Executive Coaching,8098.48,35.0,1
TXN-03963,CUST-0100,2025-01-15,PPC Campaign,7033.43,18.0,1
TXN-03964,CUST-0045,2024-08-12,Property Management,9310.74,25.0,1
TXN-03965,CUST-0020,2024-05-20,Property Management,9797.07,25.0,2
TXN-03966,CUST-0116,2024-11-20,Bulk Order,21687.44,12.0,1
TXN-03967,CUST-0122,2025-09-08,Retainer,5243.72,28.0,1
TXN-03968,CUST-0181,2025-08-20,Workshop Ticket,505.85,25.0,1
TXN-03969,CUST-0065,2025-07-22,Premium Membership,614.7,18.0,1
TXN-03970,CUST-0008,2024-12-31,Website Development,47374.87,25.0,1
TXN-03971,CUST-0069,2025-12-02,Bulk Order,8403.29,12.0,1
TXN-03972,CUST-0122,2024-11-19,Contract Review,4113.01,30.0,1
TXN-03973,CUST-0063,2024-08-18,Social Media Mgmt,3647.64,22.0,3
TXN-03974,CUST-0196,2025-12-05,Telemedicine Plan,2688.96,28.0,1
TXN-03975,CUST-0002,2025-11-03,Premium Membership,480.15,18.0,1
TXN-03976,CUST-0081,2025-05-14,Implementation Fee,5573.41,20.0,1
TXN-03977,CUST-0147,2024-04-17,Market Analysis,18100.34,28.0,1
TXN-03978,CUST-0100,2025-01-24,Website Development,23670.44,25.0,2
TXN-03979,CUST-0061,2025-01-15,Market Analysis,6284.79,28.0,1
TXN-03980,CUST-0143,2025-03-30,Property Management,2873.73,25.0,1
TXN-03981,CUST-0041,2025-12-27,Premium Membership,265.1,18.0,1
TXN-03982,CUST-0144,2025-06-22,Property Listing,2560.34,30.0,1
TXN-03983,CUST-0077,2025-12-27,Corporate Health,27035.62,22.0,1
TXN-03984,CUST-0073,2025-09-11,PPC Campaign,5004.55,18.0,1
TXN-03985,CUST-0140,2025-05-04,Valuation Report,4215.77,35.0,1
TXN-03986,CUST-0091,2024-11-22,PPC Campaign,4231.01,18.0,1
TXN-03987,CUST-0035,2024-10-01,Workshop Ticket,404.44,25.0,1
TXN-03988,CUST-0089,2025-12-15,Process Optimization,60711.38,22.0,1
TXN-03989,CUST-0197,2024-06-25,Website Development,30635.37,25.0,1
TXN-03990,CUST-0096,2025-03-25,Market Analysis,17523.35,28.0,1
TXN-03991,CUST-0002,2025-08-08,Product Sale,450.83,15.0,3
TXN-03992,CUST-0067,2024-11-13,Website Development,35517.24,25.0,1
TXN-03993,CUST-0006,2024-04-12,Workshop Ticket,386.53,25.0,1
TXN-03994,CUST-0015,2024-10-19,Monthly Subscription,128.78,40.0,1
TXN-03995,CUST-0055,2024-05-19,Social Media Mgmt,4617.44,22.0,1
TXN-03996,CUST-0006,2024-07-29,Corporate Training,8846.65,22.0,1
TXN-03997,CUST-0174,2024-08-28,Property Management,1239.49,25.0,1
TXN-03998,CUST-0087,2024-07-18,Bulk Order,11280.96,12.0,1
TXN-03999,CUST-0015,2025-10-24,Monthly Subscription,137.99,40.0,1
TXN-04000,CUST-0145,2025-08-04,Annual Subscription,1534.05,45.0,1
TXN-04001,CUST-0172,2025-06-24,Monthly Subscription,357.4,40.0,1
TXN-04002,CUST-0053,2025-11-21,Annual Subscription,2090.15,45.0,1
TXN-04003,CUST-0142,2025-12-17,Website Development,21483.54,25.0,1
TXN-04004,CUST-0079,2025-11-02,Annual Subscription,1480.87,28.0,1
TXN-04005,CUST-0146,2024-10-31,SEO Package,2955.44,20.0,1
TXN-04006,CUST-0003,2025-08-28,Social Media Mgmt,2242.73,22.0,1
TXN-04007,CUST-0058,2025-05-29,PPC Campaign,5829.85,18.0,1
TXN-04008,CUST-0050,2025-09-06,Process Optimization,26764.48,22.0,1
TXN-04009,CUST-0138,2024-12-03,Retainer,8571.83,28.0,1
TXN-04010,CUST-0022,2025-10-20,Corporate Training,10306.3,22.0,1
TXN-04011,CUST-0054,2024-11-03,Consultation Fee,839.02,32.0,1
TXN-04012,CUST-0115,2024-11-24,Property Listing,581.48,30.0,1
TXN-04013,CUST-0156,2025-12-23,Enterprise License,10778.01,35.0,1
TXN-04014,CUST-0032,2024-09-07,Website Development,18677.16,25.0,1
TXN-04015,CUST-0100,2025-01-04,SEO Package,5137.63,20.0,1
TXN-04016,CUST-0159,2024-11-25,Strategy Session,5924.88,30.0,1
TXN-04017,CUST-0018,2025-04-18,Valuation Report,2323.98,35.0,1
TXN-04018,CUST-0186,2025-02-15,PPC Campaign,20301.99,18.0,1
TXN-04019,CUST-0029,2025-08-24,Patient Consultation,504.25,30.0,1
TXN-04020,CUST-0111,2025-08-26,Implementation Fee,17121.2,20.0,1
TXN-04021,CUST-0032,2024-10-14,SEO Package,4014.63,20.0,1
TXN-04022,CUST-0181,2025-02-05,Workshop Ticket,715.84,25.0,1
TXN-04023,CUST-0150,2024-12-20,Telemedicine Plan,438.17,28.0,1
TXN-04024,CUST-0198,2025-08-04,Executive Coaching,9640.76,35.0,1
TXN-04025,CUST-0124,2025-01-14,Property Listing,1973.35,30.0,1
TXN-04026,CUST-0031,2025-05-06,Property Listing,3182.77,30.0,1
TXN-04027,CUST-0067,2025-05-16,SEO Package,2192.43,20.0,1
TXN-04028,CUST-0046,2025-06-17,PPC Campaign,9676.49,18.0,1
TXN-04029,CUST-0069,2025-11-13,Bulk Order,39765.28,12.0,1
TXN-04030,CUST-0083,2025-11-16,Market Analysis,5988.62,28.0,1
TXN-04031,CUST-0053,2025-09-05,Monthly Subscription,97.08,40.0,1
TXN-04032,CUST-0102,2025-11-22,SEO Package,5998.51,20.0,1
TXN-04033,CUST-0189,2024-08-20,Implementation Fee,12893.59,20.0,1
TXN-04034,CUST-0050,2025-01-02,Strategy Session,15642.54,30.0,1
TXN-04035,CUST-0191,2024-08-22,Workshop Ticket,619.25,25.0,1
TXN-04036,CUST-0103,2025-04-17,Retainer,19973.96,28.0,1
TXN-04037,CUST-0071,2024-06-27,PPC Campaign,16172.06,18.0,1
TXN-04038,CUST-0142,2025-12-24,Social Media Mgmt,8575.49,22.0,1
TXN-04039,CUST-0098,2024-06-16,Litigation Support,50663.75,25.0,1
TXN-04040,CUST-0022,2024-07-07,Workshop Ticket,1488.94,25.0,1
TXN-04041,CUST-0053,2025-09-20,Monthly Subscription,103.01,40.0,1
TXN-04042,CUST-0054,2025-06-27,Property Listing,2664.44,30.0,1
TXN-04043,CUST-0074,2025-10-24,Litigation Support,17632.31,25.0,1
TXN-04044,CUST-0064,2025-12-13,Corporate Health,30879.67,22.0,1
TXN-04045,CUST-0101,2025-04-24,Valuation Report,5173.59,35.0,1
TXN-04046,CUST-0056,2025-03-16,Contract Review,2514.82,30.0,1
TXN-04047,CUST-0188,2025-07-10,Corporate Training,22273.6,22.0,1
TXN-04048,CUST-0093,2025-08-12,Property Listing,1108.97,30.0,1
TXN-04049,CUST-0078,2024-11-28,Property Management,3267.08,25.0,1
TXN-04050,CUST-0003,2025-12-16,Website Development,38420.91,25.0,1
TXN-04051,CUST-0095,2024-06-06,Subscription Box,102.82,20.0,1
TXN-04052,CUST-0161,2025-11-10,Annual Subscription,4024.17,28.0,1
TXN-04053,CUST-0161,2025-09-10,Corporate Training,18148.43,22.0,1
TXN-04054,CUST-0080,2025-10-16,Monthly Subscription,447.62,40.0,1
TXN-04055,CUST-0107,2024-06-19,Subscription Box,200.29,20.0,2
TXN-04056,CUST-0051,2025-10-02,Enterprise License,25917.74,35.0,1
TXN-04057,CUST-0196,2025-12-02,Patient Consultation,426.82,30.0,3
TXN-04058,CUST-0103,2025-06-20,Retainer,21726.23,28.0,1
TXN-04059,CUST-0077,2025-12-20,Wellness Program,4745.06,25.0,1
TXN-04060,CUST-0190,2025-12-24,Property Listing,3565.31,30.0,1
TXN-04061,CUST-0177,2025-04-12,Website Development,20676.19,25.0,1
TXN-04062,CUST-0181,2025-05-30,Annual Subscription,3995.13,28.0,1
TXN-04063,CUST-0046,2025-10-28,SEO Package,3376.87,20.0,1
TXN-04064,CUST-0044,2025-10-18,Litigation Support,98637.48,25.0,1
TXN-04065,CUST-0045,2024-07-22,Property Listing,2569.46,30.0,1
TXN-04066,CUST-0186,2025-03-04,SEO Package,3739.84,20.0,2
TXN-04067,CUST-0069,2025-12-17,Subscription Box,136.69,20.0,1
TXN-04068,CUST-0036,2024-07-09,Implementation Fee,7804.39,20.0,1
TXN-04069,CUST-0056,2025-07-09,Hourly Consultation,1788.96,35.0,1
TXN-04070,CUST-0114,2025-12-30,Process Optimization,28408.19,22.0,1
TXN-04071,CUST-0159,2024-12-31,Strategy Session,9709.91,30.0,1
TXN-04072,CUST-0181,2025-11-30,Course Enrollment,1936.71,20.0,1
TXN-04073,CUST-0006,2024-06-10,Corporate Training,7007.83,22.0,1
TXN-04074,CUST-0121,2025-03-28,Contract Review,9046.09,30.0,1
TXN-04075,CUST-0083,2025-11-19,Strategy Session,12627.15,30.0,1
TXN-04076,CUST-0099,2025-02-10,Contract Review,7192.82,30.0,1
TXN-04077,CUST-0080,2024-05-08,Implementation Fee,10207.7,20.0,1
TXN-04078,CUST-0036,2024-12-31,Annual Subscription,2813.05,45.0,1
TXN-04079,CUST-0131,2024-04-28,Enterprise License,15252.11,35.0,1
TXN-04080,CUST-0057,2025-12-01,Social Media Mgmt,7576.62,22.0,2
TXN-04081,CUST-0107,2025-01-03,Bulk Order,31752.96,12.0,1
TXN-04082,CUST-0176,2024-10-08,Wellness Program,13404.13,25.0,2
TXN-04083,CUST-0105,2025-03-14,Hourly Consultation,916.87,35.0,1
TXN-04084,CUST-0090,2024-07-03,Executive Coaching,7461.41,35.0,1
TXN-04085,CUST-0137,2024-04-01,Valuation Report,2784.57,35.0,1
TXN-04086,CUST-0148,2024-09-20,Subscription Box,44.15,20.0,1
TXN-04087,CUST-0143,2025-12-02,Valuation Report,4755.67,35.0,1
TXN-04088,CUST-0056,2025-07-11,Hourly Consultation,1558.2,35.0,1
TXN-04089,CUST-0146,2024-06-10,PPC Campaign,16781.19,18.0,1
TXN-04090,CUST-0024,2025-10-27,PPC Campaign,16528.81,18.0,1
TXN-04091,CUST-0117,2025-02-28,Enterprise License,24542.43,35.0,1
TXN-04092,CUST-0099,2025-04-28,Retainer,14915.9,28.0,1
TXN-04093,CUST-0194,2025-02-25,Annual Subscription,4726.59,45.0,1
TXN-04094,CUST-0038,2024-11-18,Annual Subscription,3095.87,45.0,1
TXN-04095,CUST-0013,2024-07-31,Social Media Mgmt,9059.23,22.0,1
TXN-04096,CUST-0045,2024-08-12,Valuation Report,4376.32,35.0,1
TXN-04097,CUST-0158,2025-01-12,Bulk Order,14716.92,12.0,1
TXN-04098,CUST-0160,2024-10-03,Social Media Mgmt,7636.83,22.0,1
TXN-04099,CUST-0162,2025-06-06,Workshop Ticket,651.86,25.0,1
TXN-04100,CUST-0129,2025-12-01,Hourly Consultation,2141.26,35.0,1
TXN-04101,CUST-0191,2024-10-20,Workshop Ticket,1045.8,25.0,1
TXN-04102,CUST-0046,2025-03-30,PPC Campaign,18160.58,18.0,1
TXN-04103,CUST-0163,2024-06-21,Process Optimization,17197.57,22.0,1
TXN-04104,CUST-0129,2025-12-25,Litigation Support,26383.86,25.0,2
TXN-04105,CUST-0065,2025-12-08,Premium Membership,273.83,18.0,1
TXN-04106,CUST-0009,2025-11-02,Retainer,9836.1,28.0,1
TXN-04107,CUST-0104,2025-01-10,Strategy Session,3845.2,30.0,1
TXN-04108,CUST-0059,2025-05-31,Corporate Health,13331.41,22.0,1
TXN-04109,CUST-0172,2025-07-25,Annual Subscription,1150.4,45.0,1
TXN-04110,CUST-0186,2024-09-17,Website Development,38462.6,25.0,1
TXN-04111,CUST-0194,2025-12-08,Enterprise License,45217.94,35.0,1
TXN-04112,CUST-0060,2025-10-09,Property Management,6561.03,25.0,1
TXN-04113,CUST-0067,2025-03-17,Social Media Mgmt,2375.58,22.0,3
TXN-04114,CUST-0090,2024-04-03,Strategy Session,6435.01,30.0,1
TXN-04115,CUST-0199,2025-09-11,PPC Campaign,29629.7,18.0,1
TXN-04116,CUST-0143,2025-08-31,Property Management,2253.85,25.0,1
TXN-04117,CUST-0068,2025-05-30,Bulk Order,36231.89,12.0,1
TXN-04118,CUST-0045,2024-08-11,Property Management,4849.66,25.0,1
TXN-04119,CUST-0102,2024-07-25,Social Media Mgmt,4747.28,22.0,1
TXN-04120,CUST-0022,2024-11-22,Corporate Training,6615.41,22.0,1
TXN-04121,CUST-0128,2024-10-07,PPC Campaign,26681.92,18.0,1
TXN-04122,CUST-0114,2025-11-30,Process Optimization,45835.51,22.0,1
TXN-04123,CUST-0133,2024-07-11,Product Sale,397.54,15.0,2
TXN-04124,CUST-0102,2025-06-06,Website Development,27374.79,25.0,1
TXN-04125,CUST-0009,2025-10-11,Hourly Consultation,1898.1,35.0,1
TXN-04126,CUST-0134,2024-05-28,Website Development,4447.84,25.0,1
TXN-04127,CUST-0197,2024-09-16,SEO Package,9323.28,20.0,1
TXN-04128,CUST-0196,2025-12-21,Wellness Program,10697.4,25.0,1
TXN-04129,CUST-0033,2024-10-08,Product Sale,171.4,15.0,1
TXN-04130,CUST-0035,2024-04-22,Workshop Ticket,792.23,25.0,1
TXN-04131,CUST-0059,2024-04-20,Patient Consultation,357.24,30.0,1
TXN-04132,CUST-0144,2025-01-23,Consultation Fee,2440.28,32.0,1
TXN-04133,CUST-0175,2025-07-26,Wellness Program,4974.57,25.0,1
TXN-04134,CUST-0054,2024-08-22,Property Listing,2006.96,30.0,1
TXN-04135,CUST-0083,2025-12-17,Strategy Session,2046.61,30.0,1
TXN-04136,CUST-0105,2024-09-18,Retainer,11461.62,28.0,1
TXN-04137,CUST-0115,2025-12-01,Consultation Fee,492.07,32.0,1
TXN-04138,CUST-0156,2025-12-05,Enterprise License,30157.58,35.0,1
TXN-04139,CUST-0104,2025-10-03,Strategy Session,4263.98,30.0,1
TXN-04140,CUST-0006,2024-03-16,Corporate Training,16522.38,22.0,1
TXN-04141,CUST-0074,2025-10-05,Contract Review,6474.52,30.0,1
TXN-04142,CUST-0166,2025-10-26,Patient Consultation,399.31,30.0,1
TXN-04143,CUST-0010,2024-09-09,Monthly Subscription,136.83,40.0,1
TXN-04144,CUST-0036,2024-07-08,Annual Subscription,3094.64,45.0,2
TXN-04145,CUST-0062,2024-11-23,Retainer,6170.04,28.0,1
TXN-04146,CUST-0098,2024-12-07,Hourly Consultation,1457.4,35.0,1
TXN-04147,CUST-0164,2024-05-08,Annual Subscription,713.59,28.0,1
TXN-04148,CUST-0194,2024-04-05,Monthly Subscription,235.29,40.0,1
TXN-04149,CUST-0020,2024-07-03,Valuation Report,4808.39,35.0,2
TXN-04150,CUST-0063,2025-02-07,PPC Campaign,7738.87,18.0,1
TXN-04151,CUST-0098,2024-10-31,Litigation Support,44779.89,25.0,1
TXN-04152,CUST-0139,2025-09-14,Course Enrollment,3099.1,20.0,1
TXN-04153,CUST-0190,2025-12-01,Valuation Report,4152.79,35.0,1
TXN-04154,CUST-0020,2025-11-25,Property Listing,2971.52,30.0,1
TXN-04155,CUST-0104,2025-06-03,Strategy Session,3909.33,30.0,1
TXN-04156,CUST-0052,2024-02-17,Valuation Report,5375.29,35.0,2
TXN-04157,CUST-0068,2024-02-25,Product Sale,128.21,15.0,1
TXN-04158,CUST-0059,2025-01-04,Wellness Program,7890.92,25.0,1
TXN-04159,CUST-0044,2024-09-25,Hourly Consultation,1367.26,35.0,1
TXN-04160,CUST-0099,2024-12-20,Hourly Consultation,2924.01,35.0,1
TXN-04161,CUST-0144,2024-05-30,Property Management,3240.56,25.0,1
TXN-04162,CUST-0028,2025-03-01,Annual Subscription,852.81,28.0,2
TXN-04163,CUST-0140,2025-11-29,Property Management,3284.9,25.0,1
TXN-04164,CUST-0041,2025-10-01,Subscription Box,100.84,20.0,1
TXN-04165,CUST-0195,2025-11-23,Subscription Box,164.09,20.0,1
TXN-04166,CUST-0058,2024-05-02,SEO Package,2385.57,20.0,1
TXN-04167,CUST-0161,2025-11-26,Annual Subscription,4405.65,28.0,1
TXN-04168,CUST-0180,2024-11-10,Product Sale,271.04,15.0,1
TXN-04169,CUST-0030,2024-09-05,Social Media Mgmt,10255.76,22.0,1
TXN-04170,CUST-0034,2025-10-07,Retainer,16995.74,28.0,1
TXN-04171,CUST-0004,2024-05-10,PPC Campaign,25366.98,18.0,1
